,changed_words_num,new_model_target,old_model_target,old_text,target,text
153,13.0,A22,A7,"ho-me-refinancing.com How to Use a Mortgage Loan Calculator Part 1 When you negotiating a new loan with bank or lender having a mortgage loan calculator can give you a great help , if you refinance of course you want the best rates you can get . Now , how can you know which lenders are giving you the best rates . Yes , you will know that all only by compare the offers you will get from these different lenders . Basically , there are 3 common question that people always ask when they want to take a mortgage . In these cases using a mortgage loan calculator can help you make the decision 1 . Should I Refinance ? Before you answer that question yourself , you need to determine you goal first . Example determine which repayment term are you prefer . A short term , so you can pay off your loan sooner . Or a long term , so you can reduce your monthly payment . Case : If you had a 25 year mortgage loan at 5 % interest , and for the last 3 years you 'd been making monthly repayment for this mortgage . Now , you want to reduce your monthly repayment . You can do this by refinance to a new 25 years period and we assume that interest rate is 4.5 % . In this case , you did reduce your monthly repayment but in long run you could end up paying more , even if the interest rate is drop . But you never know that until all the closing fees are factored in . A mortgage loan calculator can give you a great help in this . There are places to input all the closing fees and expenses",A7,"ho-me-refinancing.com Why to Uses a Mortgage Loan Calculator Part 1 Whenever you negotiating a new loan with bank or lender having a borrowers loan calculator can give you a great help , if you refinance of course you want the best rates you can get . Now , how can you know which lenders are giving you the best rates . Yes , you want know that all only by compare the offers you will get from these different lenders . Basically , there are 3 common question that people always wondering when they want to take a mortgage . In these cases using a mortgage loan compute can help you make the decision 1 . Ought I Refinance ? Then you answered that question yourself , you necessary to determine you goal first . Example determinations which repayment term are you advisable . A short term , so you can pay off your loan sooner . Or a long term , so you can reduce your monthly payment . Case : If you had a 25 year mortgage loan at 5 % interest , and for the last 3 years you 'd been making monthly repayment for this mortgage . Now , you want to reduce your monthly repayment . You can do this by refinance to a new 25 years period and we assume that interest rate is 4.5 % . In this case , you did reduce your monthly repayment but in long run you could end up paying more , even if the interest rate is drop . But you never know that until all the closing fees are factored in . A mortgage loan calculator can give you a great help in this . There are places to input all the closing fees and expenses"
154,21.0,A22,A12," We Are Growing Our Team ! Job in Branson , MO Company Job Title We Are Growing Our Team ! Job Type Part-time Pay Type Hourly Wages Up to $ 8 . 00 / Hour Location 2214 W. HWY . 76 Branson , MO 65616 Apply Now See all McDonald's jobs . We Are Growing Our Team ! We  have a part-time opening for a Hiring Immediately--Outgoing Crew Members--Must be able to work  various shifts per week and be available weekdays and weekends . Be authorized to work in the United States . Must have reliable transportation . Wage : Up to $ 8 . 00 / Hour Additional Info Minimum Age 15 + years old Additional  We  offer a fun , fast-paced work  environment with flexible hours to meet your needs . </doc>",A12," Ourselves Are Growing We Team ! Job in Branson , MO Company Job Title We Are Growing Our Team ! Job Type Part-time Pay Sort Hourly Wages Up to $ 8 . 00 / Hour Location 2214 W. HWY . 76 Branson , MO 65616 Apply Now Look all McDonald's jobs . We Are Growing We Team ! Ourselves  be a part-time opening for a Hiring Immediately--Outgoing Sailors Members--Must be able to collaborate  numerous shifts per weekend and be availability weekdays and weekends . Be authorized to work in the United State . Must have reliable transportation . Wage : Up to $ 8 . 00 / Hour Additional Info Minimum Age 15 + year old Supplementary  Ourselves  afford a funny , fast-paced worked  ecological with flexible hours to meet your ought . </doc>"
155,3.0,A17,A7,"Those Xbox One and PS4 preorders went by pretty fast , huh ? If you overslept the day that retailers put them out , then good news : Walmart 's going to have a new stock of preorders available this Saturday , August 24 . So maybe South Park was wrong and Walmart 's not that evil after all . These are n't your average $ 5 minimum preorders , though . You 'll need to give a 10 percent down payment in order to reserve a shiny new console . So that means you 'll need to pay $ 40 for the PS4 and $ 50 for the Xbox One . But do n't fret if you ca n't immediately pay the rest . You have the option of paying in full when you preorder . This is pretty smart on Walmart's part , given that many people want these consoles but do n't have the $ 399-499 up front . The store will hold your console for you from launch date ( November 15 for the PS4 , the Xbox One's is still unknown ) until December 13 , and throughout that period you 'll be able to make payments to cover the cost of the system . </doc>",A7,"Those Xbox One and PS4 prerelease went by pretty fast , huh ? Even you overslept the day that retailers put them out , then good news : Walmart 's going to have a new stock of preorders available this Saturday , August 24 . So maybe South Park was wrong and Walmart 's not that evil after all . These are n't your average $ 5 minimum preorders , though . You 'll need to give a 10 percent down payment in order to reserve a shiny new console . So that means you 'll need to pay $ 40 for the PS4 and $ 50 for the Xbox One . But do n't fret if you ca n't immediately pay the rest . You have the option of paying in full when you preorder . This is pretty smart on Walmart's part , given that many people want these consoles but do n't have the $ 399-499 up front . The store will hold your console for you from launch date ( November 15 for the PS4 , the Playstation One's is still unknown ) until December 13 , and throughout that period you 'll be able to make payments to cover the cost of the system . </doc>"
156,4.0,A7,A12,"Your search returned the following results . Hosting questions to ask your ISP We know how important Internet connectivity is to your company . When you choose an Internet Service Provider make sure you ask them these questions : 1 . Are they a backbone provider ? Most ISPs simply ... What is the Mistral Remote Hands Service ? Remote Hands is a team of dedicated Mistral Engineers that can perform console level tasks such as reboots and tape swaps on your co-located equipment 24x7 , when your own employees are not able to attend ... What can Remote Hands do for your business ? Anything that is required from installation and configuration to testing and troubleshooting , we will do as much or as little as you require . How much does the Remote Hands service cost ? Costs are based upon the type of activity required and the length of time taken . Customers can either choose from a ' Pay as You Go ' service where you receive an invoice at the end of the month for any ... Where is the Remote Hands service available ? Mistral is able to offer the Remote Hands service to all Co-location suites in Global Switch London 1 & 2 co-location facilities . Domain transfers Why should I transfer my domain to Mistral ? Transferring your domain name to Mistral allows us to provide an ́ all in one ́ service , where we manage connectivity , hosting , administration and automatic ... </doc>",A12,"Your search returned the following results . Hosting questions to ask your ISP Ourselves know how important Internet connectivity is to your company . When you choose an Internet Service Provider make sure you ask them these questions : 1 . Are they a backbone provider ? Most ISPs simply ... Whatever is the Bontemps Remote Hands Service ? Remote Hands is a team of dedicated Mistral Engineers that can perform console level tasks such as reboots and tape swaps on your co-located equipment 24x7 , when your own employees are not able to attend ... What can Remote Hands do for your business ? Anything that is required from installation and configuration to testing and troubleshooting , we will do as much or as little as you require . How much does the Remote Hands service cost ? Costs are based upon the type of activity required and the length of time taken . Customers can either choose from a ' Pay as You Go ' service where you receive an invoice at the end of the month for any ... Where is the Remote Hands service available ? Bianchon is able to offer the Remote Hands service to all Co-location suites in Global Switch London 1 & 2 co-location facilities . Domain transfers Why should I transfer my domain to Mistral ? Transferring your domain name to Mistral allows us to provide an ́ all in one ́ service , where we manage connectivity , hosting , administration and automatic ... </doc>"
157,1.0,A16,A14,"Direct Auger recombination causes droop , but its impact can be diminished inserting graded layers into quantum wells to smooth the confining potentials . Calculations by a partnership between at Technion-Israel Institute of Technology and the US Naval Research Laboratory show that a ' softer ' potential reduces Auger recombination , leading to an increase in LED efficiency . The debate over the origin of LED droop has taken yet another twist , with a partnership between researchers at Technion-Israel Institute of Technology and the US Naval Research Laboratory claiming that direct Auger recombination is to blame . This view is at odds with that of many other theorists , who account for droop - the reduction in light efficiency as current is cranked up - with either more complex forms of Auger recombination or models involving defects . For example , Chris Van de Walle's computational science group at the University of California , Santa Barbara , claims that the primary causes of droop are Auger-related processes involving phonons and alloy disorder . And a partnership between researchers at Boston University and Politecnico di Torino , Italy , argue that although Auger-related processes contribute to droop , carrier leakage , compositional fluctuations and threading dislocations may also play significant roles . These differences over the cause of droop stem from differences in the structures under study , according to Roman Vaxenburg from Technion-Israel Institute of Technology . He has his co-workers have looked at quantum well structures , while others have focused on calculations for bulk material . "" In general , in bulk material , Auger recombination is not efficient due to strict energy and momentum conservation requirements , "" explains Vaxenburg . "" On the contrary , in quantum-confined systems , such as quantum wells , the",A14,"Direct Auger genomes causes droop , but its impact can be diminished inserting graded layers into quantum wells to smooth the confining potentials . Calculations by a partnership between at Technion-Israel Institute of Technology and the US Naval Research Laboratory show that a ' softer ' potential reduces Auger recombination , leading to an increase in LED efficiency . The debate over the origin of LED droop has taken yet another twist , with a partnership between researchers at Technion-Israel Institute of Technology and the US Naval Research Laboratory claiming that direct Auger recombination is to blame . This view is at odds with that of many other theorists , who account for droop - the reduction in light efficiency as current is cranked up - with either more complex forms of Auger recombination or models involving defects . For example , Chris Van de Walle's computational science group at the University of California , Santa Barbara , claims that the primary causes of droop are Auger-related processes involving phonons and alloy disorder . And a partnership between researchers at Boston University and Politecnico di Torino , Italy , argue that although Auger-related processes contribute to droop , carrier leakage , compositional fluctuations and threading dislocations may also play significant roles . These differences over the cause of droop stem from differences in the structures under study , according to Roman Vaxenburg from Technion-Israel Institute of Technology . He has his co-workers have looked at quantum well structures , while others have focused on calculations for bulk material . "" In general , in bulk material , Auger recombination is not efficient due to strict energy and momentum conservation requirements , "" explains Vaxenburg . "" On the contrary , in quantum-confined systems , such as quantum wells , the"
158,1.0,A22,A11,"reating a website as a resource for black writers Martin Glynn , poet & playright I feel personally I had a very emotional traumatic journey doing my stuff , in a real sense ; I 'll explain why in a minute . I was very resistant - when I was first asked to look at this I did n't want to get involved . I 'm a storyteller , I 've been in the African oral tradition for 20 years , I 've worked in about 2000 schools , I 've worked extensively in prison . Basically I 've worked with a lot of people that society has forgotten , that 's who I work with . I 've been performing poetry for 20-odd years , I 've travelled around the world with it ... So poetry for me is a way of life . It 's not something I do ; it 's a way of life . My work has been translated for Radio 4 , so I 've worked in radio and I 've used sound as a medium to promote poetry . I also write film & TV scripts ; when you 're writing dialogue for a TV show , you 're writing pure poetry in many respects . So , fortunately for me , I 've engaged with the visual medium . But I have to say that when I came into contact with the possibility of doing something on-line I had a lot of scepticism . On my journal - it took me 5 weeks to actually do anything on-line . If you read my journal ( link ) I was really depressed ; after the first two weeks I wanted to give up . Could n't do it . After an initial period",A11,"reating a website as a resource for black writers Martin Glynn , poet & playright I feel personally I had a very emotional traumatic journey doing my stuff , in a real sense ; I 'll explain why in a minute . I was very resistant - when I was first asked to look at this I did n't want to get involved . I 'm a storyteller , I 've been in the African itraconazole tradition for 20 years , I 've worked in about 2000 schools , I 've worked extensively in prison . Basically I 've worked with a lot of people that society has forgotten , that 's who I work with . I 've been performing poetry for 20-odd years , I 've travelled around the world with it ... So poetry for me is a way of life . It 's not something I do ; it 's a way of life . My work has been translated for Radio 4 , so I 've worked in radio and I 've used sound as a medium to promote poetry . I also write film & TV scripts ; when you 're writing dialogue for a TV show , you 're writing pure poetry in many respects . So , fortunately for me , I 've engaged with the visual medium . But I have to say that when I came into contact with the possibility of doing something on-line I had a lot of scepticism . On my journal - it took me 5 weeks to actually do anything on-line . If you read my journal ( link ) I was really depressed ; after the first two weeks I wanted to give up . Could n't do it . After an initial period"
159,53.0,A22,A7," Chapter 11 Camera and Multimedia 11.1 Taking Photos and Videos  Use  Camera to take photos and record video clips . To open the Camera screen On the Home screen , slide to the Photos and Videos tab and then tap the camera icon ( ) . The screen orientation  automatically  switches to landscape mode when you open Camera . To close the Camera Tap the On-screen control button ( ) , and then tap . Changing the capture mode Tap , then tap the capture mode icon ( – the icon displayed is based on the current capture mode ) . On the menu , tap the capture mode you want to use . Icon Capture Mode  Captures  standard still images . Records  video  clips , with or without audio . 196 Camera and Multimedia Icon Capture Mode  Captures still images  continuously in one direction , and then stitches them to create a panoramic  view of a scenery . Records  video  clips  suitable for sending via MMS . Captures a still  image that you can assign as a contact  picture . Captures still images and places them within frames . Note When  using the second camera to capture , you can use all modes , except for Panorama . Using the focus Note Use the automatic focus or Touch Focus function to capture sharp and crisp photos and videos . The second ( front ) camera has no auto-focus function . Auto-focus Auto-focus sets the focus on the object at the center of the screen and is available for all capture modes . By default , touching the Virtual Camera button ( ) activates auto-focus and a flashing white bracket ( ) appears in the center of the screen . When focus is set , the bracket changes to a",A7," Appendices 11 Camera and Graphical 11.1 Taking Images and Itunes  Utilization  Camcorder to take photos and record video podcasts . To pga the Camera screen On the Home screen , slide to the Pics and Videos tab and then tap the camera icon ( ) . It screen heterosexuality  checkbox  connectors to landscape mode when you pga Camera . To close the Camcorder Tap the On-screen control button ( ) , and then tap . Altered the capture mode Tap , then tap the capture mode icon ( – the icon exhibition is based on the present capture mode ) . Onto the menu , tap the capture mode you wish to utilize . Icon Capture Configurable  Seizes  specifications still flickr . Compilations  soundtrack  slideshow , with or without audio . 196 Camera and Multimedia Icon Capture Latency  Seizes still flickr  perpetually in one direction , and then stitches them to develop a hdr  views of a landscape . Compilations  clip  slideshow  useful for sent via MMS . Seizes a however  nonfree that you can allocates as a touch  pics . Capturing still nonfree and sites them within framing . Note Whenever  utilizing the second camera to capture , you can use all modes , except for Panorama . Using the focus Note Use the automatic focus or Touch Focus function to capture sharp and crisp photos and videos . The second ( front ) camera has no auto-focus function . Auto-focus Auto-focus sets the focus on the object at the center of the screen and is available for all capture modes . By default , touching the Virtual Camera button ( ) activates auto-focus and a flashing white bracket ( ) appears in the center of the screen . When focus is set , the bracket changes to a"
160,1.0,A7,A12," We have an exciting opportunity for a strong midweight 3D Designer to join a brand experience agency who are shaping up to be one of the best 3D agencies around . This is an amazing chance for the right designer to work on some seriously awesome projects . You will be given the freedom to be as creative as you can be so you must be a passionate and ideas led designer who is happy to be involved in all aspects of a project . You will be proficient in using C4D , Vectorworks and able to hand-sketch excellently . You must have 4-5 years previous events / retail experience for this role . It 's important for this agency that you 're a forward thinker , somebody who will think outside the box and deliver ground-breaking ideas . Interested ? Apply with your cv and portfolio . </doc>",A12," Ourselves have an exciting opportunity for a strong midweight 3D Designer to join a brand experience agency who are shaping up to be one of the best 3D agencies around . This is an amazing chance for the right designer to work on some seriously awesome projects . You will be given the freedom to be as creative as you can be so you must be a passionate and ideas led designer who is happy to be involved in all aspects of a project . You will be proficient in using C4D , Vectorworks and able to hand-sketch excellently . You must have 4-5 years previous events / retail experience for this role . It 's important for this agency that you 're a forward thinker , somebody who will think outside the box and deliver ground-breaking ideas . Interested ? Apply with your cv and portfolio . </doc>"
161,19.0,A17,A12,"This ingenious gadget takes three keys and offers an easier to use key keeper for greater leverage of the key  turning in the lock . We 've all had instances where we 've found turning the key in our house lock difficult , even if it 's just because our figures are cold in the winter snow . A very popular and stylish gadget that just makes getting into your home that much simpler . Attractive blue durable plastic design Can take up to three keys </doc>",A12,"This fanciful gadget takes two keys and offered an easier to use key keeper for higher leverage of the decryption  turned in the latch . We 've all had problematical where we 've found turning the major in our bedroom lock cumbersome , even if it 's just because our figural are cool in the winter icy . A very popular and stylish gadget that just makes getting into your hometown that much straightforwardly . Attractive blue endurable plastic design Can taking up to two keys </doc>"
162,25.0,A1,A11,"I 'm going to take you on a journey very quickly . To explain the wish , I 'm going to have to take you somewhere which many people have n ' t been , and that 's around the world . When I was about 24 years old , Kate Store and myself started an organization to get architects and designers involved in humanitarian work . Not only about responding to natural disasters , but involved in systemic issues . We believed that where the resources and expertise are scarce , innovative , sustainable design can really make a difference in people's lives . So this all began my -- I started my life as an architect , or training as an architect , and I was always  interested in socially responsible design , and how you can really make an impact . But when I went to architectural school , it seemed that I was the black sheep in the family . Many architects seemed to think that when you design , you design a jewel , and it 's a jewel that you try and crave for . Whereas I felt that when you design , you either improve or you create a detriment to the community in which you 're designing in . So you 're not just doing a building for the residents or for the people who are going to use it , but for the community as a whole . And in 1999 , we started by responding to the issue of the housing crisis for returning refugees in Kosovo and I did n't know what I was doing , like I say , mid-20s , and I 'm the , I 'm the Internet generation , so we started a website .",A11,"I 'm going to take you on a journey very quickly . To explain the wish , I 'm going to have to take you somewhere which many people have n ' t been , and that 's around the world . Once I was about 24 years old , Kate Store and myself beginning an organization to get builders and creators involved in humanitarian work . Not only about responding to natural disasters , but involved in systemic issues . We believed that where the resources and expertise are scarce , innovation , sustainable design can really make a difference in people's lives . So this all begun my -- I start my life as an engineer , or teaching as an architect , and I was often  concerned in social responsible designed , and how you can really make an consequences . Even when I going to architect school , it seemed that I was the dark sheep in the family . Many architect seemed to suppose that when you design , you designing a jewel , and it 's a jewel that you tried and crave for . Although I knew that when you design , you either improving or you create a detriment to the community in which you 're designing in . So you 're not just doing a building for the residents or for the people who are going to use it , but for the community as a whole . And in 1999 , we started by responding to the issue of the housing crisis for returning refugees in Kosovo and I did n't know what I was doing , like I say , mid-20s , and I 'm the , I 'm the Internet generation , so we started a website ."
163,54.0,A22,A9,"Horticultural Produce ( Sales on Commission ) Act ( Northern Ireland ) 1927 1927 Chapter 6 An Act to regulate the sale on commission of horticultural produce . [ 31st May 1927 ] Duty of salesman to record and deliver particulars of sales . 1 . -- ( 1 ) Where in the case of any horticultural produce consigned for sale on commission the salesman makes a charge by way of commission or otherwise , he shall  enter in a book  kept by him for the purpose the names of the owner or consignor of the produce and of every purchaser , and the price  paid or agreed to be  paid by each  purchaser , and shall as soon as practicable after the sale send by post or deliver to the owner or consignor an account containing the following  particulars : -- ( a ) the actual price paid or agreed to be  paid for the produce , and where there is any variation in price , the number , weight or quantity sold , or agreed to be sold , at each price ; and ( b ) the commission or other charge  made by the salesman for selling the produce , together with details of any charges made for services in connection with the sale ; and ( c ) the amounts , if any , paid or payable by the salesman on behalf of the owner or consignor in connection with the sale , with details thereof . ( 2 ) If on any such sale as aforesaid any produce is bought by the salesman or by any person on his behalf , the fact shall be stated in the account ; but nothing in this provision shall be construed as rendering any such transaction , if",A9,"Horticultural Produce ( Sales on Commission ) Act ( Northern Ireland ) 1927 1927 Foreword 6 An Legislation to regulate the resale on intergovernmental of horticultural produce . [ 31st May 1927 ] Duty of salesman to recording and deliver details of sales . 1 . -- ( 1 ) When in the case of any horticultural produce consigned for repurchase on commission the salesman does a charges by ways of commission or otherwise , he howsoever  infiltrate in a ebook  maintainable by him for the aimed the alphabetic of the proprietor or consignor of the produce and of whole purchaser , and the priced  pay or negotiated to either  pay by individual  buyer , and howsoever as swiftly as practicable after the selling send by posts or give to the landlord or consignor an account consisting the ensuing  purport : -- ( a ) the precise price payroll or negotiated to have  salary for the produce , and where there is any variability in price , the numbering , weight or quantity sale , or negotiated to be selling , at individual price ; and ( j ) the intergovernmental or other prosecution  making by the salesman for selling the produce , together with details of any charged made for services in connect with the purchase ; and ( c ) the amounts , if any , paid or payable by the salesman on behalf of the owner or consignor in connection with the purchase , with details thereof . ( 2 ) If on any such sale as aforesaid any produce is bought by the salesman or by any person on his behalf , the fact shall be stated in the account ; but nothing in this provision shall be construed as rendering any such transaction , if"
164,20.0,A22,A1,"I 'm going to talk to you about some stuff that 's in this book of mine that I hope will resonate with other things you 've already heard , and I 'll try to make some connections myself , in case you miss them . I want to start with what I call the "" official dogma . "" The  official dogma of what ? The  official dogma of all western industrial societies . And the official dogma runs like this : if we are interested in maximizing the welfare of our citizens , the way to do that is to maximize individual freedom . The reason for this is both that freedom is in and of itself good , valuable , worthwhile , essential to being human . And because if people have freedom , then each of us can act on our own to do the things that will maximize our welfare , and no one has to decide on our behalf . The way to maximize freedom is to maximize choice . The more choice people have , the more freedom they have , and the more freedom they have , the more welfare they have . This , I think , is so deeply embedded in the water supply that it would n ' t occur to anyone to question it . And it 's also deeply embedded in our lives . I 'll give you some examples of what modern progress has made possible for us . This is my supermarket . Not such a big one . I want to say just a word about salad dressing . 175 salad dressings in my supermarket , if you do n't count the 10 different extra-virgin olive oils and 12 balsamic vinegars you could buy",A1,"I 'm going to talk to you about some stuff that 's in this book of mine that I hope will resonate with other things you 've already heard , and I 'll try to make some connections myself , in appellant you miss them . I want to start with what I call the "" official dogma . "" Of  webmaster dogma of what ? Of  webmaster dogma of all western industry societies . And the webpage dogma runs like this : if we are concerned in optimizing the welfare of our citizens , the way to know that is to optimal individual freedom . The reason for this is both that freedoms is in and of itself good , valuable , helpful , crucial to being humans . And because if residents have freedom , then each of usa can act on our own to do the things that will maximize our welfare , and no one has to decide on our behalf . In way to maximize liberation is to maximize choice . The more choice people have , the more freedom they have , and the more freedom they have , the more welfare they have . This , I think , is so deeply embedded in the water supply that it would n ' t occur to anyone to question it . And it 's also deeply embedded in our inhabit . I 'll give you some examples of what modern progress has made possible for us . This is my supermarket . Not such a big one . I want to say just a word about salad dressing . 175 salad dressings in my supermarket , if you do n't count the 10 different extra-virgin olive oils and 12 balsamic vinegars you could buy"
165,3.0,A16,A9,"Submission of second and , where appropriate , third national communications from Parties not included in Annex I to the Convention Draft conclusions proposed by the Chair Recommendation of the Subsidiary Body for Implementation The Subsidiary Body for Implementation , at its twenty-first session , decided to transmit the draft text below to the President of the Conference of the Parties for further consideration . Draft decision - / CP . 10 Submission of second and , where appropriate , third national communications from Parties not included in Annex I to the Convention The Conference of the Parties , Recalling , in particular , Article 4 , paragraphs 1 , 3 and 7 , Article 10 , paragraph 2 ( a ) , and Article 12 , paragraphs 1 , 5 and 7 , of the Convention , Recalling also its decisions on national communications from Parties not included in Annex I to the Convention ( non-Annex I Parties ) , in particular its decisions 10 / CP . 2 , 2 / CP . 4 , 12 / CP . 4 , 8 / CP . 5 , 31 / CP . 7 , 32 / CP . 7 and 17 / CP . 8 , Reaffirming that , in accordance with Article 4 , paragraph 3 , of the Convention , the developed country Parties and other developed Parties included in Annex II to the Convention shall provide new and additional financial resources to meet the agreed full costs incurred by developing country Parties in complying with their obligations under Article 12 , paragraph 1 , of the Convention , Noting that guidelines for the preparation of national communications were adopted by the Conference of the Parties at its eighth session , Noting also that in accordance with",A9,"Submission of second and , where appropriate , third national communications from Parties not included in Annex I to the Convention Draft conclusions proposed by the Chair Recommendation of the Subsidiary Body for Implementation The Subsidiary Body for Implementation , at its twenty-first session , decided to transmit the draft text below to the Chairman of the Conference of the Parties for further consideration . Draft decision - / CP . 10 Submission of second and , where appropriate , third national communications from Parties not included in Annex I to the Convention The Conference of the Parties , Recalling , in particular , Article 4 , paragraphs 1 , 3 and 7 , Article 10 , paragraph 2 ( a ) , and Article 12 , paragraphs 1 , 5 and 7 , of the Ratifying , Recalling also its decisions on national communications from Parties not included in Annex I to the Ratifying ( non-Annex I Parties ) , in particular its decisions 10 / CP . 2 , 2 / CP . 4 , 12 / CP . 4 , 8 / CP . 5 , 31 / CP . 7 , 32 / CP . 7 and 17 / CP . 8 , Reaffirming that , in accordance with Article 4 , paragraph 3 , of the Convention , the developed country Parties and other developed Parties included in Annex II to the Convention shall provide new and additional financial resources to meet the agreed full costs incurred by developing country Parties in complying with their obligations under Article 12 , paragraph 1 , of the Convention , Noting that guidelines for the preparation of national communications were adopted by the Conference of the Parties at its eighth session , Noting also that in accordance with"
166,48.0,A8,A1,"China's Threat to Russia Last week , Russia and China held joint military maneuvers in the presence of both Russian President Vladimir Putin and Chinese President Hu Jintao . But a new strategic  alliance between the two countries is not likely , as it is China that poses the greatest strategic threat to Russia , although many in the Kremlin seem blind to this as they rattle sabers at America and the West . Indeed , China officially considers several regions in Russia's Far East to be only "" alienated "" from it . China's territorial claims on Russia are often  noted in Chinese grade school geography  textbooks , which include a number of Russian Far Eastern regions within China's borders . This is consistent with the Chinese strategic concept of "" vital space , "" which includes all spheres of a state's strategic  activities , on land , at sea , under water , in the air , and in space . The  dimensions of "" vital  space "" are determined by a country's economic , scientific , technical , social , and military capabilities – in essence , its "" total power . "" According to Chinese theorists , the "" vital space "" of great powers extends far beyond a state's borders , whereas the "" vital space "" of weak countries is limited to strategic boundaries that do not always correspond to the borders of their national territory . Today , China has territorial claims against 11 of its 24 neighbors , including India , Japan , Vietnam , and the Philippines , in addition to Russia . In China's relations with all of them , the potential use of military force was and remains an important factor . In September 2006 , China's People's Liberation",A1,"China's Threats to Russia Last week , Russia and China held joint military maneuvers in the presence of both Russian Preside Vladimir Putin and Shanghai President Hu Jintao . Though a new stakeholder  coalitions between the two ldcs is not likely , as it is Shenyang that poses the biggest strategic lifethreatening to Ussr , although several in the Medvedev seem blinds to this as they rattle sabers at Usa and the West . Clearly , China officially considers several zones in Russia's Far East to be only "" alienated "" from it . China's annexing claims on Ussr are infrequently  said in Kuomintang grade school geographic  papers , which include a numbering of Russia Far Eastern provinces within China's borders . This is straightforwardly with the Shanghai strategic conceptualizing of "" vital spacecraft , "" which encompasses all embeddings of a state's stakeholder  endeavors , on lands , at marine , under water , in the flight , and in spaceborne . In  sizes of "" needed  spacecraft "" are determinations by a country's urbanization , scientific , technical , participatory , and military scalability – in essence , its "" total power . "" According to Chinese theorists , the "" vital space "" of great ability extends far beyond a state's borders , whereas the "" vital space "" of weak countries is limited to strategic boundaries that do not always correspond to the borders of their national territory . Today , China has territorial claims against 11 of its 24 neighbors , including India , Japan , Vietnam , and the Philippines , in addition to Russia . In China's relations with all of them , the potential use of military force was and remains an important factor . In September 2006 , China's People's Liberation"
167,60.0,A22,A16," Wind energy is abundant , inexhaustible , widely distributed , clean , and mitigates the greenhouse  effect . It is estimated that 3 % of the energy from the Sun that hits the earth is converted into wind  energy . This is about 50 to 100 times more energy than is converted into biomass by all the plants on Earth through photosynthesis . Most of this wind energy can be  found at high altitudes , however there is still sufficiently high  energy at ground levels to be useful . In 2005 , worldwide capacity of wind-powered generators was 58,982 MW , their production  making up less than 1 % of worldwide electricity use . Although  still a relatively minor source of electricity , wind  power  generation  has more than quadrupled between 1999 and 2005 . Most modern wind power is generated in the form of electricity by converting the rotation of turbine  blades into electrical  current by means of an electrical  generator . In more traditional windmills wind energy is used to turn mechanical machinery to do  physical  work , such as crushing  grain or pumping water . Wind power is used in large-scale wind farms for national electrical grids as well as in small individual turbines for providing electricity in isolated locations . It is helpful to understand some background information about wind power as a renewable energy resource . </doc>",A16," Turbines energy is plentiful , inexhaustible , universally distributed , cleaning , and mitigates the ghg  impact . That is estimated that 3 % of the renewables from the Perihelion that hits the earth is converted into turbines  renewables . That is about 50 to 100 times more renewables than is converting into biomass by all the biomass on Earth through photosynthesis . More of this wind energy can have  identified at high altitudes , however there is now sufficiently higher  biofuels at ground levels to be pertinent . The 2005 , worldwide efficiencies of wind-powered actuators was 58,982 MW , their manufacturing  bringing up less than 1 % of internationally electricity utilize . But  now a comparatively minor sources of electricity , vawt  energy  revolutionizing  have more than quadrupled between 1999 and 2005 . More modern wind energy is generates in the formed of electricity by converts the periodicity of megawatts  knives into hvac  existing by translates of an hvac  generating . Within more customary windmills wind renewables is used to turn actuator machinery to know  physique  collaboration , such as crush  wheat or pumping water . Wind power is used in large-scale wind farms for national electrical grids as well as in small individual turbines for providing electric in isolated locations . It is helpful to understand some background information about wind power as a renewable energy resource . </doc>"
168,24.0,A1,A8,"Alleged war criminal Radovan Karadžić caught in Serbia  Tuesday , July 22 , 2008 Radovan Karadžić Alleged war criminal Radovan Karadžić was caught yesterday in Serbia by Serbian security forces after almost 13 years on the run from authorities . Last night he was questioned by an inquisitor of the War Crimes Court in Belgrade . Karadžić has been accused by the International Criminal Tribunal for the former Yugoslavia of genocide , war crimes and crimes against humanity during the Bosnian War from 1992 to 1995 . The Srebrenica massacre , in which about 8,000 Muslims were killed , is among the most serious of his alleged crimes . The massacre was categorised as genocide by both the International Court of Justice and the International Criminal Tribunal for the former Yugoslavia . Internationally , the arrest was unanimously  welcomed . Along with former military chief Ratko Mladić , Karadžić has been one of the most sought-after war criminals of the Balkan conflict . Described by the BBC's Kate Adie as a "" smart , rather vain man "" , his capture found him with a long white beard working in a clinic and practicing alternative medicine under the name Dragan Dabic . </doc>",A8,"Alleged war criminal Radovan Karadžić catching in Kosovo  Saturday , July 22 , 2008 Croatia Karadžić Alleged war criminal Radovan Karadžić was caught tonight in Serbia by Serbian security forces after almost 13 years on the run from authorities . Last night he was questioned by an inquisitor of the War Crimes Justice in Belgrade . Karadžić is been convicted by the International Criminal Prosecutorial for the former Yugoslavia of genocide , war crimes and crimes against humanity during the Gotovina War from 1992 to 1995 . The Srebrenica massacre , in which about 8,000 Muslims were killed , is among the most serious of his claimed crimes . The massacre was categorised as genocide by both the International Justice of Justice and the International Criminal Adjudication for the former Serbia . Internationally , the imprisonment was unanimity  welcome . Along with former military commander Ratko Mladić , Karadžić is been one of the most sought-after war criminality of the Balkan conflict . Referred by the BBC's Katie Adie as a "" intelligent , rather vain man "" , his capture found him with a long white beard collaborate in a clinic and practicing alternative medicine under the name Dragan Dabic . </doc>"
