	new word	new_genre	old word	old_genre
111	has	A8	have	A1
112	classmates	A8	colleagues	A1
113	animated	A8	cartoon	A1
114	adherents	A8	fundamentalists	A1
115	Sachs	A1	Goldman	A8
116	Sundays	A1	Wednesday	A8
117	corporation	A1	company	A8
118	Now	A1	Today	A8
119	revisit	A1	discuss	A8
120	pose	A1	posed	A8
121	workforce	A1	employees	A8
122	Percutaneous	A1	Ultrasound	A14
123	IV	A7	II	A4
124	Both	A7	And	A4
125	is	A7	has	A4
126	get	A7	find	A4
127	rooms	A7	room	A4
128	Even	A7	But	A4
129	lounge	A7	room	A4
130	Nothing	A7	No	A4
131	got	A7	had	A4
132	have	A7	had	A4
133	touching	A7	touched	A4
134	heavenly	A7	heavens	A4
135	has	A7	have	A4
136	leaving	A7	left	A4
137	stuff	A7	things	A4
138	slit	A7	hole	A4
139	Him	A7	He	A4
140	rushing	A7	rushed	A4
141	hands	A7	hand	A4
142	newspaper	A7	paper	A4
143	pull	A7	pulled	A4
144	thing	A7	things	A4
145	both	A7	two	A4
146	scant	A7	little	A4
147	cans	A7	boxes	A4
148	noticed	A7	looked	A4
149	know	A7	see	A4
150	smaller	A7	small	A4
151	situations	A7	cases	A4
152	magazine	A7	newspaper	A4
153	magazine	A7	newspaper	A4
154	noticed	A7	looked	A4
155	similar	A7	like	A4
156	adorned	A7	decoration	A4
157	Her	A7	He	A4
158	bring	A7	put	A4
159	attempt	A7	trying	A4
160	hide	A7	conceal	A4
161	lot	A7	much	A4
162	Her	A7	He	A4
163	undertook	A7	took	A4
164	Whereupon	A7	Then	A4
165	came	A7	went	A4
166	bedroom	A7	room	A4
167	left	A7	leaving	A4
168	doors	A7	door	A4
169	clijsters	A7	open	A4
170	swiftly	A7	quickly	A4
171	scatter	A22	scattering	A14
172	wavelength	A22	excitation	A14
173	ionizing	A22	collisions	A14
174	Fission	A22	Nuclear	A14
175	photon	A22	excitation	A14
176	Fission	A22	Nuclear	A14
177	physicist	A22	physics	A14
178	response	A22	reaction	A14
179	Classify	A22	Classification	A14
180	Natures	A22	Nature	A14
181	trouble	A22	problem	A14
182	Of	A22	The	A14
183	bilinear	A22	differential	A14
184	paragraphs	A22	sections	A14
185	probabilistic	A22	probabilities	A14
186	paragraphs	A22	sections	A14
187	scatter	A22	scattering	A14
188	collision	A22	collisions	A14
189	intermediary	A22	intermediate	A14
190	highest	A22	high	A14
191	ionizing	A22	energies	A14
192	That	A22	It	A14
193	very	A22	particularly	A14
194	empirically	A22	experiments	A14
195	fragile	A22	unstable	A14
196	planks	A22	beams	A14
197	numerous	A22	several	A14
198	international	A22	world	A14
199	Solutions	A22	Solution	A14
200	approach	A22	method	A14
201	individual	A22	each	A14
202	consequences	A22	impact	A14
203	joining	A22	entering	A14
204	multiplications	A22	matrix	A14
205	solvers	A22	solves	A14
206	days	A22	time	A14
207	broaden	A22	expanded	A14
208	another	A22	A	A14
209	It	A22	The	A14
210	Legalization	A16	Legalize	A1
211	cannabis	A16	marijuana	A1
212	numerous	A16	many	A1
213	manner	A16	ways	A1
214	destruction	A16	damage	A1
215	mechanism	A16	system	A1
216	Her	A16	He	A1
217	reading	A16	reader	A1
218	cannabis	A16	marijuana	A1
219	searching	A16	looking	A1
220	difficult	A16	hard	A1
221	conclusions	A16	conclusion	A1
222	respective	A16	own	A1
223	be	A16	have	A1
224	noticed	A16	looked	A1
225	conclude	A16	conclusion	A1
226	Each	A16	One	A1
227	alleges	A16	claims	A1
228	cannabis	A16	marijuana	A1
229	indication	A16	evidence	A1
230	neurologic	A16	brain	A1
231	devastating	A16	damage	A1
232	lacks	A16	fails	A1
233	mentions	A16	mention	A1
234	experiments	A16	tests	A1
235	subsequently	A16	later	A1
236	citizens	A16	people	A1
237	almost	A16	nearly	A1
238	Precondition	A8	Conditions	A9
239	Middleware	A8	Software	A9
240	Licensing	A8	Licences	A9
241	Unless	A8	Either	A9
242	Everything	A8	All	A9
243	Contracting	A8	Contract	A9
244	howsoever	A8	shall	A9
245	have	A8	be	A9
246	brought	A8	made	A9
247	Federal	A8	State	A9
248	Contractors	A8	Contractor	A9
249	Of	A8	The	A9
250	licensee	A8	licences	A9
251	hereof	A8	shall	A9
252	negotiations	A8	negotiated	A9
253	entirety	A8	entire	A9
254	contracting	A8	contract	A9
255	topics	A8	subject	A9
256	satisfied	A8	satisfactory	A9
257	multilateral	A8	negotiation	A9
258	agreed	A8	agreement	A9
259	autodesk	A8	software	A9
260	revocation	A8	licences	A9
261	prototyping	A8	deliverable	A9
262	autodesk	A8	software	A9
263	vxworks	A8	software	A9
264	Of	A8	In	A9
265	events	A8	event	A9
266	licensee	A8	licenses	A9
267	ftse	A8	plc	A9
268	recoverable	A8	reserves	A9
269	assess	A8	determine	A9
270	contracting	A8	contract	A9
271	wrote	A8	written	A9
272	The	A8	In	A9
273	performance	A8	performing	A9
274	agreement	A8	contract	A9
275	Contractors	A8	Contractor	A9
276	extraditable	A8	warrants	A9
277	is	A8	has	A9
278	hbos	A8	plc	A9
279	owners	A8	owner	A9
280	broadcasting	A8	licensee	A9
281	providing	A8	provide	A9
282	middleware	A8	software	A9
283	prerequisite	A8	required	A9
284	contracting	A8	contract	A9
285	compliance	A8	accordance	A9
286	ensuing	A8	following	A9
287	interchangeably	A8	terms	A9
288	agreements	A8	contractual	A9
289	interchangeably	A8	term	A9
290	legislation	A8	provisions	A9
291	unenforceable	A8	clause	A9
292	hereof	A8	shall	A9
293	Autodesk	A8	Software	A9
294	agreement	A8	contract	A9
295	howsoever	A8	shall	A9
296	epithet	A8	name	A9
297	Secretaries	A8	Secretary	A9
298	Federal	A8	State	A9
299	railroad	A8	hereinafter	A9
300	colloquially	A8	referred	A9
301	It	A8	The	A9
302	Minister	A8	Secretary	A9
303	Contracts	A8	Contractors	A9
304	accomplish	A8	fulfilling	A9
305	Stockholm	A8	Sweden	A1
306	ebrahim	A8	ye	A1
307	ny	A7	new	A12
308	ranging	A7	range	A12
309	inpatient	A7	care	A12
310	byproducts	A7	products	A12
311	particulars	A7	details	A12
312	issn	A7	accessed	A12
313	UNRESTRICTED	A7	FREE	A12
314	BRING	A7	TAKE	A12
315	IN	A7	THE	A12
316	HOUSE	A7	HOME	A12
317	LOOKING	A7	FIND	A12
318	DETAILS	A7	INFORMATION	A12
319	WERE	A7	ARE	A12
320	DISINTERESTEDLY	A7	INTERESTED	A12
321	ladbury	A7	uk	A12
322	forgot	A7	forget	A12
323	kinds	A22	type	A7
324	csearch	A22	search	A7
325	autocomplete	A22	box	A7
326	polynomial	A22	algorithm	A7
327	offer	A22	offers	A7
328	igoogle	A22	searches	A7
329	annotating	A22	typing	A7
330	Commence	A22	Start	A7
331	kinds	A22	type	A7
332	unable	A22	able	A7
333	igoogle	A22	searches	A7
334	optimization	A22	algorithm	A7
335	predictions	A22	predicts	A7
336	sql	A22	queries	A7
337	ctrl	A22	typing	A7
338	ctrl	A22	clicking	A7
339	drawbridge	A22	bridge	A7
340	speeds	A22	faster	A7
341	better	A22	easier	A7
342	uppercase	A22	typing	A7
343	Caught	A22	Catch	A7
344	Restarting	A22	Start	A7
345	optimization	A22	algorithm	A7
346	spelled	A22	spellings	A7
347	Repetition	A22	Repeat	A7
348	probabilistic	A22	algorithm	A7
349	corden	A22	show	A7
350	prediction	A22	predicted	A7
351	queried	A22	queries	A7
352	inspired	A22	based	A7
353	csearch	A22	searches	A7
354	doing	A22	done	A7
355	Metrics	A22	Data	A7
356	sent	A22	send	A7
357	repurchase	A9	lease	A7
358	farmland	A9	land	A7
359	Affect	A7	Effect	A4
360	The	A7	By	A4
361	Sean	A7	Kevin	A4
362	Paragraph	A7	Chapter	A4
363	Darkened	A7	Dark	A4
364	It	A7	The	A4
365	winds	A7	wind	A4
366	both	A7	two	A4
367	individual	A7	each	A4
368	assaults	A7	attack	A4
369	In	A7	The	A4
370	essential	A7	key	A4
371	Advertisement	A17	Ad	A8
372	Tabular	A17	Column	A8
373	previous	A17	last	A8
374	months	A17	week	A8
375	Leaders	A8	Officials	A9
376	repeals	A8	provision	A9
377	howsoever	A8	shall	A9
378	In	A8	The	A1
379	Make	A8	Making	A1
380	Commerce	A8	Trade	A1
381	Deficits	A8	Deficit	A1
382	CHINESE	A8	BEIJING	A1
383	Henan	A8	China	A1
384	trader	A8	trade	A1
385	previously	A8	since	A1
386	Sept	A8	April	A1
387	Both	A8	And	A1
388	hours	A8	time	A1
389	State	A8	States	A1
390	Congressional	A8	Congress	A1
391	calling	A8	call	A1
392	classified	A8	classify	A1
393	Henan	A8	China	A1
394	Kuomintang	A8	Chinese	A1
395	ensuring	A8	maintaining	A1
396	dollars	A8	dollar	A1
397	assure	A8	guarantee	A1
398	trading	A8	trade	A1
399	claims	A8	claim	A1
400	Kuomintang	A8	Chinese	A1
401	policymaking	A8	economic	A1
402	increased	A8	growth	A1
403	varies	A8	depends	A1
404	particularly	A8	mainly	A1
405	imported	A8	exports	A1
406	significant	A8	important	A1
407	portion	A8	part	A1
408	Beijing	A8	Chinese	A1
409	economic	A8	economy	A1
410	worldwide	A8	global	A1
411	sell	A8	market	A1
412	fluctuations	A8	fluctuation	A1
413	obviously	A8	certainly	A1
414	be	A8	have	A1
415	affect	A8	impact	A1
416	increase	A8	growth	A1
417	However	A8	But	A1
418	similar	A8	like	A1
419	largest	A8	large	A1
420	economic	A8	economy	A1
421	urbanization	A8	economy	A1
422	fuelled	A8	driven	A1
423	consume	A8	consumption	A1
424	investors	A8	investment	A1
425	dropped	A8	fell	A1
426	due	A8	owing	A1
427	worldwide	A8	global	A1
428	refinancing	A8	financial	A1
429	meltdown	A8	crisis	A1
430	downturn	A8	recession	A1
431	However	A8	Nevertheless	A1
432	symposia	A8	annual	A1
433	grown	A8	grew	A1
434	figures	A8	figure	A1
435	wants	A7	will	A12
436	successful	A7	success	A12
437	wheels	A7	tires	A12
438	create	A7	make	A12
439	truck	A7	car	A12
440	difficult	A7	hard	A12
441	hobby	A7	enthusiast	A12
442	find	A7	looking	A12
443	dress	A7	dressing	A12
444	tyre	A7	tire	A12
445	adhesives	A7	gel	A12
446	okay	A7	nice	A12
447	difficult	A7	hard	A12
448	inapplicable	A7	apply	A12
449	seated	A7	seats	A12
450	Chemistry	A7	Chemical	A12
451	Folks	A7	Guys	A12
452	Tread	A7	Tire	A12
453	Drivetrain	A7	Trim	A12
454	making	A7	made	A12
455	shape	A7	form	A12
456	work	A7	working	A12
457	higher	A7	superior	A12
458	applied	A7	application	A12
459	giving	A7	delivering	A12
460	incomparable	A7	unparalleled	A12
461	result	A7	results	A12
462	In	A7	The	A12
463	adjustable	A7	ergonomic	A12
464	does	A7	makes	A12
465	hold	A7	holding	A12
466	applying	A7	applicator	A12
467	gratification	A7	pleasure	A12
468	near	A7	close	A12
469	pale	A7	pored	A12
470	does	A7	makes	A12
471	applying	A7	applicator	A12
472	wonderful	A7	awesome	A12
473	Of	A7	The	A12
474	keypad	A7	ergonomic	A12
475	prototype	A7	design	A12
476	protect	A7	protects	A12
477	finger	A7	fingers	A12
478	trash	A7	dirt	A12
479	bollocks	A7	crap	A12
480	told	A7	said	A12
481	thats	A7	crap	A12
482	knew	A7	felt	A12
483	okay	A7	good	A12
484	Of	A7	The	A12
485	Wheels	A7	Tire	A12
486	Device	A7	Applicator	A12
487	hopefully	A7	thankfully	A12
488	taking	A7	takes	A12
489	crap	A7	mess	A12
490	costume	A7	dress	A12
491	waterproofing	A7	durable	A12
492	waterproofing	A7	foam	A12
493	safely	A7	securely	A12
494	applicability	A7	application	A12
495	quivering	A7	dripping	A12
496	need	A17	should	A7
497	trying	A17	try	A7
498	dealing	A1	deal	A8
499	Drivetrain	A1	Nissan	A8
500	Powertrain	A1	Nissan	A8
501	pact	A1	agreement	A8
502	have	A22	be	A7
503	be	A22	have	A7
504	expecting	A22	wait	A7
505	accomplish	A22	make	A7
506	Again	A22	Another	A7
507	possibility	A22	option	A7
508	agents	A22	agent	A7
509	utilize	A22	using	A7
510	homes	A22	home	A7
511	Properties	A22	Property	A7
512	still	A22	though	A7
513	mortgagee	A22	property	A7
514	acquire	A22	purchase	A7
515	rebuilding	A22	renovation	A7
516	paid	A22	paying	A7
517	Touch	A22	Contact	A7
518	loans	A22	lender	A7
519	locate	A22	find	A7
520	expenditure	A22	costs	A7
521	due	A22	because	A7
522	varies	A22	vary	A7
523	greatly	A22	considerably	A7
524	nation	A22	country	A7
525	nation	A22	country	A7
526	Nationwide	A22	National	A7
527	fiscal	A22	budget	A7
528	perpetration	A22	commit	A7
529	Know	A22	Do	A7
530	While	A22	Instead	A7
531	taken	A22	take	A7
532	period	A22	time	A7
533	comparing	A22	compare	A7
534	predominance	A22	contrast	A7
535	Exactly	A22	Just	A7
536	similar	A22	like	A7
537	acquiring	A22	buying	A7
538	endeavoured	A8	attempt	A4
539	Article	A8	Section	A4
540	glowed	A8	beamed	A4
541	shocked	A8	scared	A4
542	lost	A8	lose	A4
543	squad	A8	squads	A4
544	gun	A8	weapon	A4
545	mountain	A8	mount	A4
546	Before	A8	Once	A4
547	duel	A8	battle	A4
548	inmates	A8	prisoner	A4
549	Sneakers	A7	Shoes	A12
550	pads	A7	cushioning	A12
551	announcing	A12	announced	A8
552	Of	A1	The	A4
553	Youth	A1	Young	A4
554	begin	A1	began	A4
555	believe	A1	think	A4
556	Mrs	A1	Mme	A4
557	Maison	A1	Restaud	A4
558	movies	A1	movie	A17
559	corporation	A1	company	A17
560	Justine	A1	Justin	A17
561	Of	A1	From	A17
562	standpoint	A1	view	A7
563	education	A1	school	A7
564	clicking	A1	click	A7
565	toolbar	A1	click	A7
566	Education	A1	Schools	A7
567	get	A1	make	A7
568	endeavouring	A12	order	A7
569	differentials	A12	normal	A7
570	dimensions	A12	size	A7
571	Whether	A12	If	A7
572	needed	A12	need	A7
573	dimensions	A12	size	A7
574	going	A12	go	A7
575	taken	A12	take	A7
576	going	A12	go	A7
577	Even	A12	If	A7
578	ordered	A12	ordering	A7
579	authorisation	A12	clearance	A7
580	propose	A12	recommend	A7
581	endeavouring	A12	order	A7
582	bits	A12	bit	A7
583	Aquaculture	A12	Harvesting	A7
584	some	A12	few	A7
585	codified	A12	rules	A7
586	Often	A12	Always	A7
587	floral	A12	flowers	A7
588	wanting	A12	want	A7
589	Tried	A12	Try	A7
590	harvested	A12	harvest	A7
591	Petals	A12	Flowers	A7
592	Once	A12	When	A7
593	Temperatures	A8	Climate	A1
594	Adjustments	A8	Change	A1
595	Revolt	A8	Revolution	A1
596	INTERNATIONAL	A8	WORLD	A1
597	embraced	A8	embrace	A1
598	impoverish	A8	poverty	A1
599	Malawi	A8	Africa	A1
600	Cameron	A8	Blair	A1
601	impoverish	A8	poverty	A1
602	be	A8	have	A1
603	acceptance	A8	accept	A1
604	disadvantaged	A8	poverty	A1
605	joyful	A12	cheerful	A1
606	Doctor	A12	Dr	A1
607	freely	A12	free	A1
608	Countries	A12	States	A1
609	BRITAIN	A12	UK	A1
610	nations	A12	countries	A1
611	SHOREWOOD	A12	USA	A1
612	Crimes	A12	Crime	A1
613	SHOREWOOD	A12	USA	A1
614	have	A8	be	A1
615	formalized	A8	formally	A1
616	classifications	A8	classified	A1
617	pga	A8	open	A1
618	Sept	A8	June	A1
619	Overseas	A8	Foreign	A1
620	company	A8	companies	A1
621	Kuomintang	A8	China	A1
622	Elapsed	A8	Last	A1
623	regionally	A8	country	A1
624	USA	A8	US	A1
625	overseas	A8	foreign	A1
626	Organiser	A8	Organisation	A1
627	Cooperative	A8	Cooperation	A1
628	Kuomintang	A8	China	A1
629	Chinese	A8	China	A1
630	diplomats	A8	foreign	A1
631	tajikistan	A8	country	A1
632	inexpensive	A8	cheap	A1
633	LONDON	A8	UK	A9
634	CONTRAVENE	A8	RULES	A9
635	regulations	A8	rules	A9
636	applied	A8	apply	A9
637	competition	A8	competitions	A9
638	managed	A8	run	A9
639	searchable	A8	online	A9
640	versions	A8	editions	A9
641	Thursday	A8	Sunday	A9
642	Inhabitants	A8	People	A9
643	Race	A8	Racing	A9
644	Mail	A8	Post	A9
645	magazines	A8	newspapers	A9
646	web	A8	online	A9
647	journals	A8	publications	A9
648	production	A8	produced	A9
649	MDC	A8	MGN	A9
650	MDC	A8	MGN	A9
651	Tsb	A8	Plc	A9
652	hour	A8	time	A9
653	hour	A8	time	A9
654	access	A8	entry	A9
655	competition	A8	competitions	A9
656	jointly	A8	together	A9
657	regulations	A8	rules	A9
658	connect	A8	connection	A9
659	On	A8	In	A9
660	standards	A8	rules	A9
661	gameplay	A8	games	A9
662	promoted	A8	promotions	A9
663	Editing	A8	Editors	A9
664	hour	A8	time	A9
665	periods	A8	time	A9
666	internet	A8	online	A9
667	MDC	A8	MGN	A9
668	infiltrate	A8	enter	A9
669	merely	A8	simply	A9
670	answered	A8	answer	A9
671	entire	A8	complete	A9
672	access	A8	entry	A9
673	websites	A8	site	A9
674	interchangeably	A8	terms	A9
675	condition	A8	conditions	A9
676	acknowledgements	A8	acknowledge	A9
677	compliance	A8	comply	A9
678	codified	A8	rules	A9
679	consequence	A8	result	A9
680	generico	A8	disqualification	A9
681	Barely	A8	Only	A9
682	access	A8	entry	A9
683	permitting	A8	permitted	A9
684	bibliographies	A8	entries	A9
685	either	A8	be	A9
686	awarded	A8	received	A9
687	discretionary	A8	discretion	A9
688	named	A11	called	A1
689	Aopen	A11	Open	A1
690	Environmental	A11	Ecology	A1
691	sourceforge	A11	open	A1
692	Destroyer	A12	Destroyers	A16
693	looking	A12	find	A16
694	Saleh	A1	Abbas	A8
695	undertaken	A1	begun	A8
696	meeting	A1	talks	A8
697	militant	A1	militants	A8
698	Netanyahu	A1	Hamas	A8
699	winner	A1	win	A8
700	previous	A1	last	A8
701	months	A1	week	A8
702	fronts	A1	sides	A8
703	hoped	A1	expected	A8
704	talking	A1	talks	A8
705	seat	A1	seats	A8
706	assemblies	A1	assembly	A8
707	thrashing	A1	beating	A8
708	Gentleman	A1	Mr	A8
709	govern	A1	governing	A8
710	abandon	A1	renounce	A8
711	stating	A1	said	A8
712	discussions	A1	talks	A8
713	therefore	A1	because	A8
714	wait	A1	await	A8
715	various	A1	several	A8
716	addition	A1	added	A8
717	Gentleman	A1	Mr	A8
718	Ebrahim	A1	Abbas	A8
719	predicted	A1	expected	A8
720	antibody	A14	serum	A22
721	gynecomastia	A14	testosterone	A22
722	underutilization	A14	aging	A22
723	hemorrhaging	A14	bleeding	A22
724	bleeding	A14	bloodletting	A22
725	buying	A14	buy	A22
726	sulfasalazine	A14	isotretinoin	A22
727	mistake	A14	wrong	A22
728	allergies	A14	allergic	A22
729	METAL	A14	STEEL	A22
730	firms	A14	company	A22
731	reported	A14	reports	A22
732	insufficiency	A14	deficiency	A22
733	lost	A14	loss	A22
734	generique	A14	levitra	A22
735	Inhabitants	A14	People	A22
736	tried	A14	try	A22
737	colorectal	A22	cancer	A14
738	peptides	A22	cytotoxic	A14
739	consequent	A22	cause	A14
740	violation	A22	breach	A14
741	intestinal	A22	mucosal	A14
742	angiogenic	A22	assays	A14
743	quantifiable	A22	measure	A14
744	replies	A22	responses	A14
745	designed	A22	developed	A14
746	chromatogram	A22	assay	A14
747	generalised	A22	analogous	A14
748	colonial	A22	colony	A14
749	chromatogram	A22	assay	A14
750	glial	A22	cells	A14
751	gastrointestinal	A22	mucositis	A14
752	possibility	A22	potential	A14
753	fiction	A22	novel	A14
754	reply	A22	responses	A14
755	gastrointestinal	A22	mucositis	A14
756	measuring	A22	measurements	A14
757	mesenchymal	A22	cells	A14
758	endothelial	A22	tissue	A14
759	Empirically	A22	Quantification	A14
760	measuring	A22	measurements	A14
761	vitro	A22	assays	A14
762	plainly	A7	simply	A12
763	argument	A7	reason	A12
764	dealerships	A7	dealer	A12
765	know	A7	do	A12
766	repaired	A7	repair	A12
767	dramatically	A7	significantly	A12
768	slightly	A7	less	A12
769	main	A7	major	A12
770	repairs	A7	repair	A12
771	repairs	A7	repair	A12
772	vehicle	A7	car	A12
773	Replenishment	A7	Fleet	A12
774	commerce	A7	business	A12
775	Warships	A7	Fleet	A12
776	Driveway	A7	Garage	A12
777	commerce	A7	business	A12
778	undoubtedly	A7	doubt	A12
779	recommended	A7	recommendations	A12
780	break	A7	broken	A12
781	Ebooks	A1	Books	A16
782	Edited	A1	Editor	A16
783	Clarendon	A1	Oxford	A16
784	Editing	A1	Editor	A16
785	Corporation	A1	Company	A12
786	Precondition	A1	Guarantee	A12
787	owns	A1	owned	A12
788	marshals	A1	officers	A12
789	helped	A1	help	A12
790	donated	A1	donation	A12
791	Tuesday	A8	Sunday	A1
792	unelected	A8	councillor	A1
793	Netherlands	A8	Holland	A1
794	Constituency	A8	District	A1
795	commission	A8	council	A1
796	has	A8	had	A1
797	although	A8	whilst	A1
798	now	A8	still	A1
799	was	A8	had	A1
800	earlier	A8	previously	A1
801	elsewhere	A8	outside	A1
802	opened	A8	opening	A1
803	offices	A8	office	A1
804	Of	A8	In	A1
805	has	A8	have	A1
806	opted	A8	decided	A1
807	application	A8	applying	A1
808	Natso	A8	National	A1
809	nice	A8	decent	A1
810	Aviv	A8	Israel	A1
811	Talmud	A8	Jewish	A1
812	residents	A8	people	A1
813	conversely	A8	likewise	A1
814	upholding	A8	uphold	A1
815	Ourselves	A8	We	A1
816	know	A8	do	A1
817	locally	A8	local	A1
818	exam	A16	examination	A14
819	neurologic	A16	syndromes	A14
820	describing	A16	describes	A14
821	usual	A16	normal	A14
822	confirmatory	A16	findings	A14
823	neurologic	A16	abnormal	A14
824	confirmatory	A16	findings	A14
825	confirmatory	A16	findings	A14
826	autoimmune	A16	syndromes	A14
827	infants	A16	neonates	A14
828	Babies	A16	Children	A1
829	infants	A16	children	A1
830	infants	A16	children	A1
831	teenagers	A16	young	A1
832	infants	A16	children	A1
833	teens	A16	young	A1
834	be	A16	have	A1
835	How	A16	Why	A1
836	Bonacieux	A1	Grethel	A4
837	considerable	A1	great	A4
838	bad	A1	poor	A4
839	married	A1	wife	A4
840	three	A1	two	A4
841	kids	A1	children	A4
842	Marianne	A1	Grethel	A4
843	have	A1	had	A4
844	incredibly	A1	very	A4
845	less	A1	little	A4
846	wonderful	A1	great	A4
847	lacking	A1	dearth	A4
848	men	A1	man	A4
849	achieve	A1	gain	A4
850	throw	A1	tossing	A4
851	exclaimed	A1	sighed	A4
852	want	A1	will	A4
853	married	A1	wife	A4
854	taking	A1	take	A4
855	wants	A1	will	A4
856	create	A1	make	A4
857	want	A1	will	A4
858	individual	A1	each	A4
859	want	A1	will	A4
860	going	A1	go	A4
861	collaboration	A1	work	A4
862	abandon	A1	leave	A4
863	wants	A1	will	A4
864	discover	A1	find	A4
865	ways	A1	way	A4
866	homes	A1	home	A4
867	must	A1	shall	A4
868	Nothing	A1	No	A4
869	married	A1	wife	A4
870	men	A1	man	A4
871	headings	A8	entries	A9
872	plaintiff	A8	applicant	A9
873	accountability	A8	responsibility	A9
874	demonstrable	A8	whatsoever	A9
875	Competition	A8	Entrants	A9
876	listing	A8	entries	A9
877	CONSTITUTING	A8	OF	A9
878	Entire	A8	Every	A9
879	contracts	A8	contract	A9
880	appointees	A8	appointment	A9
881	wants	A8	will	A9
882	requirements	A8	require	A9
883	consultants	A8	consultant	A9
884	advisors	A8	adviser	A9
885	relevant	A8	appropriate	A9
886	compliance	A8	comply	A9
887	standards	A8	requirements	A9
888	offloaded	A8	carrying	A9
889	needed	A8	required	A9
890	Executive	A8	Director	A9
891	Consultative	A8	Council	A9
892	production	A8	produce	A9
893	Managing	A8	Director	A9
894	asking	A8	request	A9
895	contracts	A8	contract	A9
896	albums	A8	records	A9
897	retained	A8	maintained	A9
898	equivalence	A8	relation	A9
899	completed	A8	completion	A9
900	record	A8	records	A9
901	requiring	A8	required	A9
902	collaboration	A8	partnership	A9
903	venture	A8	company	A9
904	appointment	A8	appointed	A9
905	concur	A8	agree	A9
906	have	A8	be	A9
907	ended	A8	terminated	A9
908	discretionary	A8	discretion	A9
909	particularly	A8	particular	A9
910	specific	A8	individual	A9
911	personalization	A8	personal	A9
912	dexterity	A8	skill	A9
913	important	A8	primary	A9
914	either	A8	be	A9
915	partners	A8	partner	A9
916	jobs	A8	employed	A9
917	collaborative	A8	partnership	A9
918	firms	A8	company	A9
919	His	A8	He	A16
920	vast	A8	great	A16
921	naming	A8	names	A16
922	midfielder	A8	football	A16
923	making	A8	made	A16
924	Adjustments	A1	Change	A7
925	helm	A1	head	A7
