"ground_truth_output","num_queries","original_output","original_score","original_text","perturbed_output","perturbed_score","perturbed_text","result_type"
9.0,429.0,9.0,0.04584771394729614,"1 . - ( 1 ) The <font color = brown>Council</font> <font color = brown>shall</font> <font color = brown>be</font> a <font color = brown>body</font> <font color = brown>corporate</font> . ( 2 ) The <font color = brown>Council</font> is not the servant or agent of the Crown and does not enjoy any status , <font color = brown>immunity</font> or privilege of the Crown . Procedure 2 . The <font color = brown>Council</font> has power to <font color = brown>regulate</font> its own procedure ( including power to determine its quorum ) . <font color = brown>Membership</font> 3 . - ( 1 ) The Council shall consist of at least 10 , but not more than 20 , members . ( 2 ) In this Schedule "" member "" , except in sub-paragraph ( 5 ) ( b ) , means a member of the Council . ( 3 ) Each member shall be appointed by the Secretary of State . ( 4 ) The Secretary of State shall <font color = brown>appoint</font> one member to be chairman of the Council and another member to be its deputy chairman . ( 5 ) The members <font color = brown>shall</font> be appointed from among <font color = brown>persons</font> who , in the opinion of the Secretary of State - ( a ) have knowledge or experience of the needs of disabled persons or the needs of a particular group , or particular groups , of disabled persons ; ( b ) have knowledge or experience of the needs of persons who have had a disability or the needs of a particular group , or particular groups , of such persons ; or ( c ) are members of , or otherwise represent , professional bodies or bodies which represent industry or other business interests . ( 6 ) Before appointing any member , the Secretary of State shall consult such persons as he considers appropriate . ( 7 ) In exercising his powers of appointment , the Secretary of State shall try to",4.0,0.6372476816177368,"1 . - ( 1 ) The <font color = yellow>Vlado</font> <font color = yellow>ought</font> <font color = yellow>is</font> a <font color = yellow>organism</font> <font color = yellow>societal</font> . ( 2 ) The <font color = yellow>Consulting</font> is not the servant or agent of the Crown and does not enjoy any status , <font color = yellow>immune</font> or privilege of the Crown . Procedure 2 . The <font color = yellow>Consulting</font> has power to <font color = yellow>throttles</font> its own procedure ( including power to determine its quorum ) . <font color = yellow>Joined</font> 3 . - ( 1 ) The Council shall consist of at least 10 , but not more than 20 , members . ( 2 ) In this Schedule "" member "" , except in sub-paragraph ( 5 ) ( b ) , means a member of the Council . ( 3 ) Each member shall be appointed by the Secretary of State . ( 4 ) The Secretary of State shall <font color = yellow>appointees</font> one member to be chairman of the Council and another member to be its deputy chairman . ( 5 ) The members <font color = yellow>ought</font> be appointed from among <font color = yellow>everybody</font> who , in the opinion of the Secretary of State - ( a ) have knowledge or experience of the needs of disabled persons or the needs of a particular group , or particular groups , of disabled persons ; ( b ) have knowledge or experience of the needs of persons who have had a disability or the needs of a particular group , or particular groups , of such persons ; or ( c ) are members of , or otherwise represent , professional bodies or bodies which represent industry or other business interests . ( 6 ) Before appointing any member , the Secretary of State shall consult such persons as he considers appropriate . ( 7 ) In exercising his powers of appointment , the Secretary of State shall try to","Successful"
7.0,346.0,7.0,0.2674688696861267,"To become an innovative manager , you must first recognize a critical axiom : Listening to customers <font color = cyan>should</font> not solely be the role of call center agents . Listening to the customer should be an innovative manager's primary concern . Of course , this does n't mean sitting in a cubicle and fielding inbound calls under fluorescent lights . It means taking customer service to a deeper level , gathering data , analyzing trends , and responding accordingly . An innovative manager will strive to bring a focus on customer service to every level of the organization . You should make <font color = cyan>sure</font> that the needs of customers should be understood by every <font color = cyan>employee</font> , and every task , duty , and obligation should be initiated with these needs in mind . By aggressively focusing on customer needs , employees will eventually respond to them as if it were second nature . Think Long-Term Do n't fall into the same trap suffered by many public companies . The increasingly competitive global environment can force companies to re-engineer themselves , downsize , and cut costs at any corner . CEOs obsessed with golden parachutes and short term fluctuations in their stock prices can become extremely short-sighted . Unfortunately , customer service can be mistakenly seen as inconsequential to sales , and suffer as a result . This internal focus can lead corporations to become disconnected with their customers . Innovative managers recognize the importance of customer service and the value it adds in the long run . They realize that consistently nourishing customer relationships can substantially increase sales over time . The first step to seeing these improvements to fruition is to identify the ideal customer for your business . Ask them questions and attentively listen to their answers . The next",2.0,0.5818954706192017,"To become an innovative manager , you must first recognize a critical axiom : Listening to customers <font color = blue>hoped</font> not solely be the role of call center agents . Listening to the customer should be an innovative manager's primary concern . Of course , this does n't mean sitting in a cubicle and fielding inbound calls under fluorescent lights . It means taking customer service to a deeper level , gathering data , analyzing trends , and responding accordingly . An innovative manager will strive to bring a focus on customer service to every level of the organization . You should make <font color = blue>insured</font> that the needs of customers should be understood by every <font color = blue>employees</font> , and every task , duty , and obligation should be initiated with these needs in mind . By aggressively focusing on customer needs , employees will eventually respond to them as if it were second nature . Think Long-Term Do n't fall into the same trap suffered by many public companies . The increasingly competitive global environment can force companies to re-engineer themselves , downsize , and cut costs at any corner . CEOs obsessed with golden parachutes and short term fluctuations in their stock prices can become extremely short-sighted . Unfortunately , customer service can be mistakenly seen as inconsequential to sales , and suffer as a result . This internal focus can lead corporations to become disconnected with their customers . Innovative managers recognize the importance of customer service and the value it adds in the long run . They realize that consistently nourishing customer relationships can substantially increase sales over time . The first step to seeing these improvements to fruition is to identify the ideal customer for your business . Ask them questions and attentively listen to their answers . The next","Successful"
5.0,284.0,5.0,0.5802656412124634,"Posted by Blitzer from = DB4D = on May 4th 2006 <font color = orange>Great</font> game guys we 'll get a rematch soon , really good bunch of guys , highly recommend them to play 10 / 10 Posted by MrJolly from MrDoDS on May 9th 2006 Great game and good guys , recommend them anytime 10 / 10 Posted by Csibe [ M-GRP ] from [ M-GRP ] on May 11th 2006 gg guys Posted by JellyBaby from [ SFH ] on May 12th 2006 very good game guy 's , very nice peeps play anytime , and they can soooo take a joke and enjoy a laugh wp guy 's Posted by Bonnie from Tlr ! on May 15th 2006 gg guy excellent bunch of guys recomend giving them a game look forward 2 playing u again soon Posted by FullerD from [ MBWG ] on May 15th 2006 gg guys well played was a great match dont knock urself down u done a great job , im just gonna change my pants kk Posted by Sgt. Jack [ FM ] from [ SLHR ] on May 18th 2006 Top guys . Friendly , skilled and a good laugh . Look forward to playing you again . GG . Posted by RAW | Raven from | RAW | on May 21st 2006 Absolutely fantastic game , highly recommended skilled opposition who are nice guys and patient to boot ! 10 / 10 - We 'll have to have a rematch sometime in the future . Posted by TpT from KCBV on May 23rd 2006 Good match small Posted by [ D.L.I ] mrsofty [ CL ] from [ D.L.I ] on May 29th 2006 Excellent Clan hope to play against you 's guys again soon Thanks for the game ! Posted",2.0,0.6165804266929626,"Posted by Blitzer from = DB4D = on May 4th 2006 <font color = blue>Terrific</font> game guys we 'll get a rematch soon , really good bunch of guys , highly recommend them to play 10 / 10 Posted by MrJolly from MrDoDS on May 9th 2006 Great game and good guys , recommend them anytime 10 / 10 Posted by Csibe [ M-GRP ] from [ M-GRP ] on May 11th 2006 gg guys Posted by JellyBaby from [ SFH ] on May 12th 2006 very good game guy 's , very nice peeps play anytime , and they can soooo take a joke and enjoy a laugh wp guy 's Posted by Bonnie from Tlr ! on May 15th 2006 gg guy excellent bunch of guys recomend giving them a game look forward 2 playing u again soon Posted by FullerD from [ MBWG ] on May 15th 2006 gg guys well played was a great match dont knock urself down u done a great job , im just gonna change my pants kk Posted by Sgt. Jack [ FM ] from [ SLHR ] on May 18th 2006 Top guys . Friendly , skilled and a good laugh . Look forward to playing you again . GG . Posted by RAW | Raven from | RAW | on May 21st 2006 Absolutely fantastic game , highly recommended skilled opposition who are nice guys and patient to boot ! 10 / 10 - We 'll have to have a rematch sometime in the future . Posted by TpT from KCBV on May 23rd 2006 Good match small Posted by [ D.L.I ] mrsofty [ CL ] from [ D.L.I ] on May 29th 2006 Excellent Clan hope to play against you 's guys again soon Thanks for the game ! Posted","Successful"
1.0,480.0,1.0,0.40208345651626587,"Participants : Ronnie Irving , Ian Kinley , Derek McAlone and Dave Thexton General Comments <font color = green>This</font> was essentially a repeat of a trip that three of us ( RI , IK and DT ) had made in October 2002 though an additional five days allowed us more time at each site and an opportunity to explore a new area ( the plains of southern Badajoz ) . Although the dates of the two trips <font color = green>overlapped</font> , we <font color = green>noticed</font> a number of differences ; in particular , in 2003 we saw plenty of Purple Herons and Hoopoes ( we had none in 2002 ) while Los Lances ( Tarifa Beach ) was drier and less productive in 2003 than in 2002 . There were many highlights in two bird-filled weeks but perhaps the abiding memory will be of a <font color = green>spectacular</font> concentration of thousands of Glossy Ibis , storks , egrets , waders and gulls packed into one wet rice field at Isla Menor . It was also interesting to note the change in birds during the course of our <font color = green>trip</font> - in the space of two <font color = green>weeks</font> <font color = green>Meadow</font> Pipits and Serins had <font color = green>gone</font> from non-existent to common while swifts had disappeared . As last year we failed to find any rare swifts at Bolonia or Zahara , nor could we find any Little Bustards despite plenty of easily visible Great Bustards on the plains of southern Badajoz . We also repeated what is fast becoming a traditional fruitless search for Azure-winged Magpies in the horrendous Algaida Pinewoods ( they were , of course , all over the place north of Seville ) . Weather Quite mixed with some cool days and a fair amount of rain . Low cloud , rain and unfavourable winds at times hampered raptor migration at Tarifa",0.0,0.802204966545105,"Participants : Ronnie Irving , Ian Kinley , Derek McAlone and Dave Thexton General Comments <font color = red>That</font> was essentially a repeat of a trip that three of us ( RI , IK and DT ) had made in October 2002 though an additional five days allowed us more time at each site and an opportunity to explore a new area ( the plains of southern Badajoz ) . Although the dates of the two trips <font color = red>duplication</font> , we <font color = red>observed</font> a number of differences ; in particular , in 2003 we saw plenty of Purple Herons and Hoopoes ( we had none in 2002 ) while Los Lances ( Tarifa Beach ) was drier and less productive in 2003 than in 2002 . There were many highlights in two bird-filled weeks but perhaps the abiding memory will be of a <font color = red>sumptuous</font> concentration of thousands of Glossy Ibis , storks , egrets , waders and gulls packed into one wet rice field at Isla Menor . It was also interesting to note the change in birds during the course of our <font color = red>circuits</font> - in the space of two <font color = red>mois</font> <font color = red>Pre</font> Pipits and Serins had <font color = red>vaporized</font> from non-existent to common while swifts had disappeared . As last year we failed to find any rare swifts at Bolonia or Zahara , nor could we find any Little Bustards despite plenty of easily visible Great Bustards on the plains of southern Badajoz . We also repeated what is fast becoming a traditional fruitless search for Azure-winged Magpies in the horrendous Algaida Pinewoods ( they were , of course , all over the place north of Seville ) . Weather Quite mixed with some cool days and a fair amount of rain . Low cloud , rain and unfavourable winds at times hampered raptor migration at Tarifa","Successful"
8.0,376.0,8.0,0.10299068689346313,"As Japan , the United States and South Korea meet in Tokyo to discuss setting up a second round of international talks on halting North Korea's nuclear weapons development , Pyongyang warns that it is already taking steps to increase it nuclear capabilities . North Korea is once again saying that it has no interest in further rounds of six-party talks on its nuclear program , echoing comments made following the first such round , which was held in Beijing in August and ended without concrete progress . The north also says it is boosting its nuclear capabilities as a deterrent against a possible attack by the United States . For <font color = gray>weeks</font> , Pyongyang , through its Korean Central News Agency , <font color = gray>has</font> threatened to beef up nuclear weapons development to ward off a possible U.S. strike . A <font color = gray>spokesman</font> of the North Korean Foreign Ministry <font color = gray>said</font> that if Washington pushed the north to give up its nuclear weapons program before guaranteeing the isolated Stalinist state's security , it could lead to war . The South Korean and American governments see such comments as a typical North Korean negotiating tactic . Pyongyang also called again for a non-aggression treaty from the United States before it responds to international concerns about its nuclear program , a request Washington has repeatedly rejected . The United States insists the north must scrap its weapons programs first , but has also said it has no plans to attack it . The north's latest commentary comes as the Bush administration's top negotiator on North Korea , Assistant Secretary of State James Kelly , met for a second day with officials from Japan and South Korea in Tokyo to discuss preparations for a new round of six-country talks involving China , Russia , the two Koreas",0.0,0.5152578353881836,"As Japan , the United States and South Korea meet in Tokyo to discuss setting up a second round of international talks on halting North Korea's nuclear weapons development , Pyongyang warns that it is already taking steps to increase it nuclear capabilities . North Korea is once again saying that it has no interest in further rounds of six-party talks on its nuclear program , echoing comments made following the first such round , which was held in Beijing in August and ended without concrete progress . The north also says it is boosting its nuclear capabilities as a deterrent against a possible attack by the United States . For <font color = red>jours</font> , Pyongyang , through its Korean Central News Agency , <font color = red>possesses</font> threatened to beef up nuclear weapons development to ward off a possible U.S. strike . A <font color = red>mouthpiece</font> of the North Korean Foreign Ministry <font color = red>asserted</font> that if Washington pushed the north to give up its nuclear weapons program before guaranteeing the isolated Stalinist state's security , it could lead to war . The South Korean and American governments see such comments as a typical North Korean negotiating tactic . Pyongyang also called again for a non-aggression treaty from the United States before it responds to international concerns about its nuclear program , a request Washington has repeatedly rejected . The United States insists the north must scrap its weapons programs first , but has also said it has no plans to attack it . The north's latest commentary comes as the Bush administration's top negotiator on North Korea , Assistant Secretary of State James Kelly , met for a second day with officials from Japan and South Korea in Tokyo to discuss preparations for a new round of six-country talks involving China , Russia , the two Koreas","Successful"
3.0,520.0,3.0,0.3135024905204773,"<font color = purple>Dr</font> Hamid Dehghani "" Dr Julian Moger "" "" Full <font color = purple>table</font> of <font color = purple>contents</font> Biophysics of the Extracellular Matrix The extracellular <font color = purple>matrix</font> is a <font color = purple>component</font> of all mammalian tissues and consists of a network of fibrous proteins , elastin and collagens , embedded in a viscoelastic gel rich in high molecular weight anionic polymers known as proteoglycans . This structure , which is quantitatively a major <font color = purple>component</font> in tissues such as cartilage , intervertebral disc and blood vessels , endows tissues with the requisite <font color = purple>mechanical</font> properties and <font color = purple>regulates</font> the movement of water , nutrients and other solutes . There is strong <font color = purple>evidence</font> that changes in these <font color = purple>functions</font> are <font color = purple>associated</font> with <font color = purple>diseases</font> as apparently diverse as arthritis , atherosclerosis and cancer . There is a delicate symbiosis between the behaviour of the cells , whose functions include the repair and remodelling of the extracellular matrix , and the composition of the matrix itself . This interaction , which is mediated by a wide variety of electrical , mechanical and chemical signals , is only slowly becoming understood but it underlies the normal processes of development and growth and may be impaired in disease . Our research has the long-term aim of unravelling the relationships between the physical properties of the macromolecular constituents of the extracellular matrix and their supramolecular assemblies and the physiological functions of the tissue . This information is , we believe , important in relating the wealth of descriptive data that has accumulated on changes in extracellular matrix biochemistry that occur in disease to the actual disease process . Current projects include : Analysis of the molecular mechanisms of elasticity in elastic proteins . Characterisation of the organisation of Type IV collagen in the basement membrane and the changes that occur in diabetes . Investigation of the structure and",4.0,0.5262666940689087,"<font color = yellow>Liao</font> Hamid Dehghani "" Dr Julian Moger "" "" Full <font color = yellow>brought</font> of <font color = yellow>groin</font> Biophysics of the Extracellular Matrix The extracellular <font color = yellow>parent</font> is a <font color = yellow>element</font> of all mammalian tissues and consists of a network of fibrous proteins , elastin and collagens , embedded in a viscoelastic gel rich in high molecular weight anionic polymers known as proteoglycans . This structure , which is quantitatively a major <font color = yellow>strand</font> in tissues such as cartilage , intervertebral disc and blood vessels , endows tissues with the requisite <font color = yellow>mechanized</font> properties and <font color = yellow>governs</font> the movement of water , nutrients and other solutes . There is strong <font color = yellow>manifestation</font> that changes in these <font color = yellow>feature</font> are <font color = yellow>involved</font> with <font color = yellow>infections</font> as apparently diverse as arthritis , atherosclerosis and cancer . There is a delicate symbiosis between the behaviour of the cells , whose functions include the repair and remodelling of the extracellular matrix , and the composition of the matrix itself . This interaction , which is mediated by a wide variety of electrical , mechanical and chemical signals , is only slowly becoming understood but it underlies the normal processes of development and growth and may be impaired in disease . Our research has the long-term aim of unravelling the relationships between the physical properties of the macromolecular constituents of the extracellular matrix and their supramolecular assemblies and the physiological functions of the tissue . This information is , we believe , important in relating the wealth of descriptive data that has accumulated on changes in extracellular matrix biochemistry that occur in disease to the actual disease process . Current projects include : Analysis of the molecular mechanisms of elasticity in elastic proteins . Characterisation of the organisation of Type IV collagen in the basement membrane and the changes that occur in diabetes . Investigation of the structure and","Successful"
5.0,1.0,4.0,0.7273095846176147,"Recorder players are most likely to be familiar with Robin Walker's A Book of Song and Dance ( both the edition published by Forsyth Brothers and a recording of the collection have been reviewed in The Recorder Magazine ) pieces from which have been included in grade exam syllabuses . This CD provides an opportunity to hear two more of Walker's recorder pieces together with a selection of other instrumental works composed during the last twenty years . Mr Gilbert dines at the Modern Hindu Hotel for descant recorder and piano was composed in 1994 to celebrate composer Anthony Gilbert's 60th birthday . Lasting a little under three minutes and certainly an occasional piece , it is nevertheless a significant work , exploring textures and sonorities found also in Rite in A Book of Song and Dance composed at around the same time . His Master's Voice for sopranino recorder and piano was written in 2001 for Walker's composition teacher David Lumsdain on his 70th birthday . It proceeds in alternate calm and energetic sections that achieve further contrast by setting the recorder very effectively against the piano's higher and lower registers . This and the above are two recorder works striking in their originality that leave you eager to hear more of walker's work for the instrument . His years as a chorister in York Minster under the direction of Francis Jackson clearly gave Walker a strong sense of organ sonorities that is very evident in two impressive works for the instrument , Dances with Chant and Chorales and Invention . The earliest composition on the disc is Dance / Still for the unusual ensemble of flute , clarinet , violin , cello , guitar and percussion ( two players ) written in 1982 . Here , the influence",4.0,0.7273095846176147,"Recorder players are most likely to be familiar with Robin Walker's A Book of Song and Dance ( both the edition published by Forsyth Brothers and a recording of the collection have been reviewed in The Recorder Magazine ) pieces from which have been included in grade exam syllabuses . This CD provides an opportunity to hear two more of Walker's recorder pieces together with a selection of other instrumental works composed during the last twenty years . Mr Gilbert dines at the Modern Hindu Hotel for descant recorder and piano was composed in 1994 to celebrate composer Anthony Gilbert's 60th birthday . Lasting a little under three minutes and certainly an occasional piece , it is nevertheless a significant work , exploring textures and sonorities found also in Rite in A Book of Song and Dance composed at around the same time . His Master's Voice for sopranino recorder and piano was written in 2001 for Walker's composition teacher David Lumsdain on his 70th birthday . It proceeds in alternate calm and energetic sections that achieve further contrast by setting the recorder very effectively against the piano's higher and lower registers . This and the above are two recorder works striking in their originality that leave you eager to hear more of walker's work for the instrument . His years as a chorister in York Minster under the direction of Francis Jackson clearly gave Walker a strong sense of organ sonorities that is very evident in two impressive works for the instrument , Dances with Chant and Chorales and Invention . The earliest composition on the disc is Dance / Still for the unusual ensemble of flute , clarinet , violin , cello , guitar and percussion ( two players ) written in 1982 . Here , the influence","Skipped"
0.0,374.0,0.0,0.025938034057617188,"<font color = red>Lifetime</font> <font color = red>Homes</font> are new homes designed to meet the needs of most <font color = red>households</font> - from those with young <font color = red>children</font> through to frail older people . 22 Young People - PAT12 > Report of Policy Action Team looking at how <font color = red>Government</font> can improve the way policies and services work for young people . 23 <font color = red>Children</font> and Young People's Strategy for London > Making London Better for All <font color = red>Children</font> and Young People published by Mayor of London in Jan 2004 , <font color = red>aimed</font> at making London a more child-friendly city . </doc>",8.0,0.5847482681274414,"<font color = gray>Outlive</font> <font color = gray>Hostels</font> are new homes designed to meet the needs of most <font color = gray>accommodations</font> - from those with young <font color = gray>toddlers</font> through to frail older people . 22 Young People - PAT12 > Report of Policy Action Team looking at how <font color = gray>Authorities</font> can improve the way policies and services work for young people . 23 <font color = gray>Schoolboys</font> and Young People's Strategy for London > Making London Better for All <font color = gray>Enfants</font> and Young People published by Mayor of London in Jan 2004 , <font color = gray>intend</font> at making London a more child-friendly city . </doc>","Successful"
2.0,1.0,1.0,0.7643954753875732,"Provide local mental health care for my daughter . My daughter Rachael just turned 15 . Growing up she has always been a very loving , cheeky young lady with a great sense of humour and an amazing ability to make everybody laugh . Unfortunately when she was 13 she developed severe depression and has been suffering ever since . At a time when she needed her family around her the most , was moved to a specialist unit on the other side of the country . She is now in a medium secure unit 153 miles from home . As her mother it has been unbearable to have Rachael so far away from our family , who live in Lancashire . I can only visit once every two weeks , for 2 hours maximum -- my other children see their sister even less . It costs £ 200 every time for me , my husband and my children to visit her . I ca n't afford to see her anymore and I am unable to be with my child when she needs me the most . Rachael often calls me up and begs me to visit her . I know this distance is hurting her recovery . Young people's mental health care has been overlooked in this country for far too long and thousands of families like mine are being neglected . In Lancashire , particularly , I know people are n't getting the treatment they deserve . Even our MP , Lindsay Hoyle , has said the care in our area is "" simply inadequate "" . Something needs to change and high quality local care for Rachael could be the first step . Petitions have helped other families in similar situations . When Phill Wills started his",1.0,0.7643954753875732,"Provide local mental health care for my daughter . My daughter Rachael just turned 15 . Growing up she has always been a very loving , cheeky young lady with a great sense of humour and an amazing ability to make everybody laugh . Unfortunately when she was 13 she developed severe depression and has been suffering ever since . At a time when she needed her family around her the most , was moved to a specialist unit on the other side of the country . She is now in a medium secure unit 153 miles from home . As her mother it has been unbearable to have Rachael so far away from our family , who live in Lancashire . I can only visit once every two weeks , for 2 hours maximum -- my other children see their sister even less . It costs £ 200 every time for me , my husband and my children to visit her . I ca n't afford to see her anymore and I am unable to be with my child when she needs me the most . Rachael often calls me up and begs me to visit her . I know this distance is hurting her recovery . Young people's mental health care has been overlooked in this country for far too long and thousands of families like mine are being neglected . In Lancashire , particularly , I know people are n't getting the treatment they deserve . Even our MP , Lindsay Hoyle , has said the care in our area is "" simply inadequate "" . Something needs to change and high quality local care for Rachael could be the first step . Petitions have helped other families in similar situations . When Phill Wills started his","Skipped"
6.0,1892.0,6.0,0.02336663007736206,"While she still sat under the Scotchman's <font color = pink>eyes</font> a man came up to the door , reaching it as Henchard opened the door of the inner office to admit Elizabeth . The newcomer stepped forward like the quicker cripple at Bethesda , and entered in her stead . She could hear his words to Henchard : "" Joshua Jopp , sir – by appointment – the <font color = pink>new</font> manager . "" "" <font color = pink>The</font> <font color = pink>new</font> manager ! – he 's in his <font color = pink>office</font> , "" said Henchard <font color = pink>bluntly</font> . "" <font color = pink>In</font> his office ! "" said the <font color = pink>man</font> , with a stultified <font color = pink>air</font> . "" I mentioned Thursday , "" said Henchard ; "" and as you <font color = pink>did</font> not <font color = pink>keep</font> your appointment , I have engaged another manager . <font color = pink>At</font> first I <font color = pink>thought</font> he must <font color = pink>be</font> you . <font color = pink>Do</font> you think I can <font color = pink>wait</font> when business is in <font color = pink>question</font> ? "" "" You said Thursday or Saturday , <font color = pink>sir</font> , "" said the newcomer , <font color = pink>pulling</font> out a <font color = pink>letter</font> . "" <font color = pink>Well</font> , you are too late , "" <font color = pink>said</font> the corn-factor . "" I can <font color = pink>say</font> no more . "" "" You as good as engaged me , "" murmured the man . "" Subject to an <font color = pink>interview</font> , "" said Henchard . "" I am sorry for you – very sorry indeed . <font color = pink>But</font> it ca n't be helped . "" There was no more to be said , and the man came out , encountering Elizabeth-Jane in his passage . She could see that his mouth twitched with anger , and that bitter disappointment was written in his face everywhere . Elizabeth-Jane now entered , and stood before the master of the premises . His dark pupils – which always seemed to have a red spark of light in",1.0,0.6607844829559326,"While she still sat under the Scotchman's <font color = green>eye</font> a man came up to the door , reaching it as Henchard opened the door of the inner office to admit Elizabeth . The newcomer stepped forward like the quicker cripple at Bethesda , and entered in her stead . She could hear his words to Henchard : "" Joshua Jopp , sir – by appointment – the <font color = green>recent</font> manager . "" "" <font color = green>Both</font> <font color = green>recent</font> manager ! – he 's in his <font color = green>department</font> , "" said Henchard <font color = green>obviously</font> . "" <font color = green>During</font> his office ! "" said the <font color = green>masculine</font> , with a stultified <font color = green>flight</font> . "" I mentioned Thursday , "" said Henchard ; "" and as you <font color = green>wants</font> not <font color = green>protection</font> your appointment , I have engaged another manager . <font color = green>During</font> first I <font color = green>think</font> he must <font color = green>represent</font> you . <font color = green>Fact</font> you think I can <font color = green>anticipate</font> when business is in <font color = green>issues</font> ? "" "" You said Thursday or Saturday , <font color = green>leader</font> , "" said the newcomer , <font color = green>withdraws</font> out a <font color = green>email</font> . "" <font color = green>Right</font> , you are too late , "" <font color = green>says</font> the corn-factor . "" I can <font color = green>advised</font> no more . "" "" You as good as engaged me , "" murmured the man . "" Subject to an <font color = green>interviewed</font> , "" said Henchard . "" I am sorry for you – very sorry indeed . <font color = green>Yet</font> it ca n't be helped . "" There was no more to be said , and the man came out , encountering Elizabeth-Jane in his passage . She could see that his mouth twitched with anger , and that bitter disappointment was written in his face everywhere . Elizabeth-Jane now entered , and stood before the master of the premises . His dark pupils – which always seemed to have a red spark of light in","Successful"
0.0,1728.0,0.0,0.05173736810684204,"A <font color = red>Living</font> <font color = red>Landscape</font> - <font color = red>Biodiversity</font> <font color = red>Action</font> <font color = red>Plan</font> for the <font color = red>Peak</font> <font color = red>District</font> <font color = red>From</font> the <font color = red>magnificent</font> expanses of <font color = red>purple</font> heather <font color = red>moors</font> to the colourful daleside <font color = red>displays</font> of <font color = red>orchids</font> and cowslips , the <font color = red>Peak</font> District's <font color = red>outstanding</font> <font color = red>wildlife</font> <font color = red>faces</font> immense <font color = red>pressures</font> . The <font color = red>Biodiversity</font> <font color = red>Action</font> <font color = red>Plan</font> is <font color = red>part</font> of a <font color = red>global</font> <font color = red>initiative</font> . <font color = red>It</font> <font color = red>sets</font> out <font color = red>proposed</font> <font color = red>actions</font> , by a <font color = red>partnership</font> of <font color = red>organisations</font> , which <font color = red>aim</font> to <font color = red>halt</font> and <font color = red>reverse</font> <font color = red>wildlife</font> <font color = red>losses</font> , <font color = red>so</font> that <font color = red>future</font> generations can <font color = red>enjoy</font> an even <font color = red>richer</font> and more <font color = red>varied</font> <font color = red>wildlife</font> in the <font color = red>Peak</font> <font color = red>District</font> than we <font color = red>do</font> <font color = red>today</font> . <font color = red>Biodiversity</font> <font color = red>Action</font> <font color = red>Plan</font> <font color = red>Biodiversity</font> <font color = red>Action</font> <font color = red>Plan</font> <font color = red>implementation</font> What you can <font color = red>do</font> for <font color = red>wildlife</font> </<font color = red>doc</font>>",0.0,0.1771877408027649,"A <font color = red>Vie</font> <font color = red>Amenity</font> - <font color = red>Biologic</font> <font color = red>Step</font> <font color = red>Systems</font> for the <font color = red>Pic</font> <font color = red>County</font> <font color = red>Of</font> the <font color = red>glorious</font> expanses of <font color = red>mauve</font> heather <font color = red>bogs</font> to the colourful daleside <font color = red>revealed</font> of <font color = red>carnations</font> and cowslips , the <font color = red>Summit</font> District's <font color = red>dramatic</font> <font color = red>savage</font> <font color = red>fights</font> immense <font color = red>presses</font> . The <font color = red>Affluence</font> <font color = red>Operation</font> <font color = red>System</font> is <font color = red>party</font> of a <font color = red>whole</font> <font color = red>measure</font> . <font color = red>He</font> <font color = red>gamble</font> out <font color = red>hints</font> <font color = red>step</font> , by a <font color = red>partners</font> of <font color = red>organiser</font> , which <font color = red>millennium</font> to <font color = red>judgment</font> and <font color = red>flipped</font> <font color = red>creatures</font> <font color = red>outof</font> , <font color = red>however</font> that <font color = red>posterior</font> generations can <font color = red>like</font> an even <font color = red>tributary</font> and more <font color = red>disagreed</font> <font color = red>zoological</font> in the <font color = red>Summit</font> <font color = red>County</font> than we <font color = red>did</font> <font color = red>yesterday</font> . <font color = red>Multiplicity</font> <font color = red>Act</font> <font color = red>Systems</font> <font color = red>Multiplicity</font> <font color = red>Act</font> <font color = red>System</font> <font color = red>enforcement</font> What you can <font color = red>makes</font> for <font color = red>savage</font> </<font color = red>corpsman</font>>","Failed"
